filename,module_name,module_params,execution_time
0.parquet,llama_index_chunk,"{'chunk_method': 'Token', 'chunk_size': 512, 'chunk_overlap': 24}",0.0020722780908857073
1.parquet,llama_index_chunk,"{'chunk_method': 'Sentence', 'chunk_size': 512, 'chunk_overlap': 24}",0.0008007832935878208
2.parquet,llama_index_chunk,"{'chunk_method': 'SentenceWindow', 'sentence_splitter': 'kiwi'}",0.027292389529091972
