filename,module_name,module_params,execution_time
0.parquet,llama_index_chunk,"{'chunk_method': 'Token', 'chunk_size': 512, 'chunk_overlap': 24}",0.002692039523805891
1.parquet,llama_index_chunk,"{'chunk_method': 'SentenceWindow', 'sentence_splitter': 'kiwi'}",0.06136731164796012
