node_line_name,node_type,best_module_filename,best_module_name,best_module_params,best_execution_time
retrieve_node_line,retrieval,2.parquet,VectorDB,"{'top_k': 3, 'embedding_model': 'openai_embed_3_small'}",0.036269139825252
